order_id,date,month,quarter,product,category,unit_price_ugx,quantity,gross_revenue_ugx,discount_pct,discount_amount_ugx,net_revenue_ugx,cost_ugx,profit_ugx,profit_margin_pct,region,sales_rep,payment_method,channel,status,customer_type
ORD-1353,5/16/2024,May,Q2,USB-C Hub,Electronics,120000,4,480000,0,0,480000,318820,161180,33.58,Jinja,Grace Nalwoga,MTN MoMo,Online,Refunded,Returning
ORD-1300,5/17/2024,May,Q2,HDMI Cable 2m,Electronics,25000,17,425000,0,0,425000,273343,151657,35.68,Gulu,Peter Mugisha,Cash,Phone Order,Completed,Returning
ORD-1328,5/17/2024,May,Q2,USB-C Hub,Electronics,120000,12,1440000,0,0,1440000,989916,450084,31.26,Mbarara,Brian Okello,MTN MoMo,Agent,Pending,Returning
ORD-1008,5/18/2024,May,Q2,Surge Protector,Electronics,65000,8,520000,0,0,520000,320088,199912,38.44,Mbarara,Grace Nalwoga,Flutterwave,Online,Completed,New
ORD-1035,5/19/2024,May,Q2,Monitor 24inch,Electronics,750000,4,3000000,15,450000,2550000,1914916,635084,24.91,Mukono,Peter Mugisha,Airtel Money,Agent,Completed,Returning
ORD-1088,5/19/2024,May,Q2,Thermal Printer,Electronics,480000,10,4800000,15,720000,4080000,2883010,1196990,29.34,Jinja,Peter Mugisha,Bank Transfer,WhatsApp,Completed,Returning
ORD-1115,5/19/2024,May,Q2,Filing Cabinet,Furniture,310000,18,5580000,0,0,5580000,3530538,2049462,36.73,Gulu,Sarah Nakato,Cash,WhatsApp,Completed,Returning
ORD-1141,5/19/2024,May,Q2,USB-C Hub,Electronics,120000,20,2400000,0,0,2400000,1604380,795620,33.15,Entebbe,Grace Nalwoga,Bank Transfer,WhatsApp,Refunded,Returning
ORD-1260,5/20/2024,May,Q2,HDMI Cable 2m,Electronics,25000,14,350000,0,0,350000,176456,173544,49.58,Jinja,James Ssempa,MTN MoMo,Phone Order,Pending,New
ORD-1275,5/21/2024,May,Q2,Thermal Printer,Electronics,480000,5,2400000,0,0,2400000,1300320,1099680,45.82,Entebbe,James Ssempa,Bank Transfer,Walk-in,Completed,Returning
ORD-1216,5/22/2024,May,Q2,Whiteboard 4x3,Furniture,220000,16,3520000,0,0,3520000,2602448,917552,26.07,Jinja,James Ssempa,Airtel Money,Agent,Completed,New
ORD-1307,5/22/2024,May,Q2,Wireless Mouse,Electronics,45000,3,135000,5,6750,128250,84900,43350,33.8,Mbarara,James Ssempa,Bank Transfer,WhatsApp,Completed,Returning
ORD-1324,5/22/2024,May,Q2,Wireless Mouse,Electronics,45000,18,810000,10,81000,729000,529740,199260,27.33,Kampala Central,James Ssempa,MTN MoMo,Phone Order,Completed,New
ORD-1121,5/23/2024,May,Q2,Mechanical Keyboard,Electronics,180000,16,2880000,10,288000,2592000,1733840,858160,33.11,Kampala Central,Grace Nalwoga,Cash,Online,Pending,Returning
ORD-1265,5/23/2024,May,Q2,Standing Desk,Furniture,890000,2,1780000,0,0,1780000,1194570,585430,32.89,Jinja,Peter Mugisha,MTN MoMo,Online,Completed,New
ORD-1352,5/23/2024,May,Q2,Notebook A4,Stationery,8000,20,160000,0,0,160000,81160,78840,49.28,Kampala Central,Lydia Atim,Flutterwave,Agent,Refunded,New
ORD-1099,5/24/2024,May,Q2,Monitor 24inch,Electronics,750000,17,12750000,0,0,12750000,8990501,3759499,29.49,Mbarara,James Ssempa,Flutterwave,Phone Order,Pending,New
ORD-1112,5/26/2024,May,Q2,Mechanical Keyboard,Electronics,180000,2,360000,10,36000,324000,247064,76936,23.75,Gulu,Sarah Nakato,Flutterwave,Agent,Completed,New
ORD-1204,5/26/2024,May,Q2,Thermal Printer,Electronics,480000,20,9600000,15,1440000,8160000,6414040,1745960,21.4,Jinja,Brian Okello,MTN MoMo,WhatsApp,Completed,Returning
ORD-1105,5/27/2024,May,Q2,Wireless Mouse,Electronics,45000,8,360000,15,54000,306000,241592,64408,21.05,Wakiso,Grace Nalwoga,MTN MoMo,WhatsApp,Completed,New
ORD-1135,5/27/2024,May,Q2,Mechanical Keyboard,Electronics,180000,14,2520000,15,378000,2142000,1292410,849590,39.66,Jinja,James Ssempa,Cash,Walk-in,Refunded,Returning
ORD-1006,5/28/2024,May,Q2,Surge Protector,Electronics,65000,3,195000,0,0,195000,129735,65265,33.47,Kampala Central,Sarah Nakato,MTN MoMo,WhatsApp,Completed,Returning
ORD-1005,5/30/2024,May,Q2,HDMI Cable 2m,Electronics,25000,4,100000,5,5000,95000,51968,43032,45.3,Gulu,Grace Nalwoga,Flutterwave,Agent,Refunded,New
ORD-1182,5/31/2024,May,Q2,Notebook A4,Stationery,8000,4,32000,0,0,32000,18620,13380,41.81,Mukono,Lydia Atim,Flutterwave,WhatsApp,Completed,Returning
ORD-1320,5/31/2024,May,Q2,Whiteboard 4x3,Furniture,220000,17,3740000,0,0,3740000,2569227,1170773,31.3,Mbarara,Brian Okello,Airtel Money,WhatsApp,Pending,New
ORD-1059,6/1/2024,June,Q2,Ballpoint Pen Pack,Stationery,12000,16,192000,0,0,192000,141248,50752,26.43,Gulu,Lydia Atim,Bank Transfer,Phone Order,Refunded,Returning
ORD-1240,6/1/2024,June,Q2,Surge Protector,Electronics,65000,8,520000,0,0,520000,358296,161704,31.1,Entebbe,Grace Nalwoga,Flutterwave,WhatsApp,Refunded,Returning
ORD-1189,6/2/2024,June,Q2,Surge Protector,Electronics,65000,3,195000,10,19500,175500,123930,51570,29.38,Gulu,Sarah Nakato,Airtel Money,Agent,Refunded,New
ORD-1110,6/3/2024,June,Q2,Standing Desk,Furniture,890000,14,12460000,15,1869000,10591000,7009044,3581956,33.82,Wakiso,Lydia Atim,Bank Transfer,Walk-in,Completed,Returning
ORD-1152,6/4/2024,June,Q2,Thermal Printer,Electronics,480000,3,1440000,5,72000,1368000,879192,488808,35.73,Gulu,James Ssempa,Flutterwave,Walk-in,Completed,Returning
ORD-1195,6/4/2024,June,Q2,Office Chair,Furniture,350000,18,6300000,0,0,6300000,3347136,2952864,46.87,Jinja,Peter Mugisha,MTN MoMo,Phone Order,Completed,Returning
ORD-1076,6/5/2024,June,Q2,Notebook A4,Stationery,8000,12,96000,15,14400,81600,58884,22716,27.84,Mukono,Sarah Nakato,MTN MoMo,Online,Completed,New
ORD-1016,6/6/2024,June,Q2,Laptop Pro 15,Electronics,1200000,4,4800000,0,0,4800000,3454464,1345536,28.03,Wakiso,Brian Okello,Airtel Money,Phone Order,Completed,New
ORD-1087,6/6/2024,June,Q2,Mechanical Keyboard,Electronics,180000,5,900000,0,0,900000,463415,436585,48.51,Jinja,Grace Nalwoga,Flutterwave,Agent,Pending,New
ORD-1271,6/6/2024,June,Q2,Notebook A4,Stationery,8000,12,96000,0,0,96000,50196,45804,47.71,Entebbe,James Ssempa,Cash,Walk-in,Completed,New
ORD-1138,6/7/2024,June,Q2,Laptop Pro 15,Electronics,1200000,6,7200000,0,0,7200000,4864854,2335146,32.43,Mukono,James Ssempa,MTN MoMo,Online,Completed,Returning
ORD-1031,6/9/2024,June,Q2,HDMI Cable 2m,Electronics,25000,11,275000,0,0,275000,151536,123464,44.9,Wakiso,James Ssempa,Bank Transfer,Online,Completed,Returning
ORD-1278,6/9/2024,June,Q2,Notebook A4,Stationery,8000,20,160000,15,24000,136000,88020,47980,35.28,Wakiso,Lydia Atim,Cash,Agent,Pending,Returning
ORD-1192,6/11/2024,June,Q2,Filing Cabinet,Furniture,310000,14,4340000,10,434000,3906000,2250010,1655990,42.4,Mbarara,Brian Okello,Bank Transfer,WhatsApp,Refunded,Returning
ORD-1354,6/11/2024,June,Q2,Notebook A4,Stationery,8000,6,48000,0,0,48000,26838,21162,44.09,Gulu,Grace Nalwoga,Cash,Phone Order,Completed,Returning
ORD-1200,6/12/2024,June,Q2,USB-C Hub,Electronics,120000,12,1440000,10,144000,1296000,922188,373812,28.84,Wakiso,Lydia Atim,MTN MoMo,Agent,Pending,New
ORD-1288,6/12/2024,June,Q2,Wireless Mouse,Electronics,45000,15,675000,15,101250,573750,455070,118680,20.68,Kampala Central,James Ssempa,MTN MoMo,Walk-in,Completed,Returning
ORD-1309,6/14/2024,June,Q2,Office Chair,Furniture,350000,14,4900000,0,0,4900000,3056018,1843982,37.63,Gulu,James Ssempa,Cash,Phone Order,Refunded,New
ORD-1357,6/14/2024,June,Q2,Office Chair,Furniture,350000,5,1750000,0,0,1750000,1188660,561340,32.08,Kampala Central,Brian Okello,Airtel Money,Phone Order,Completed,New
ORD-1140,6/15/2024,June,Q2,Thermal Printer,Electronics,480000,11,5280000,0,0,5280000,3128466,2151534,40.75,Gulu,Peter Mugisha,Flutterwave,Walk-in,Completed,New
ORD-1292,6/15/2024,June,Q2,Whiteboard 4x3,Furniture,220000,4,880000,10,88000,792000,481128,310872,39.25,Wakiso,Lydia Atim,MTN MoMo,Agent,Pending,Returning
ORD-1340,6/16/2024,June,Q2,Mechanical Keyboard,Electronics,180000,11,1980000,5,99000,1881000,1336852,544148,28.93,Mukono,Lydia Atim,Cash,Online,Completed,New
ORD-1255,6/17/2024,June,Q2,Whiteboard 4x3,Furniture,220000,14,3080000,0,0,3080000,1657348,1422652,46.19,Wakiso,Lydia Atim,Flutterwave,Online,Pending,Returning
ORD-1277,6/17/2024,June,Q2,Mechanical Keyboard,Electronics,180000,20,3600000,5,180000,3420000,2523660,896340,26.21,Entebbe,James Ssempa,Bank Transfer,Phone Order,Completed,Returning
ORD-1383,6/18/2024,June,Q2,Printer Paper Ream,Stationery,18000,13,234000,0,0,234000,140153,93847,40.11,Mbarara,Sarah Nakato,MTN MoMo,WhatsApp,Completed,Returning
ORD-1208,6/19/2024,June,Q2,HDMI Cable 2m,Electronics,25000,2,50000,0,0,50000,25486,24514,49.03,Gulu,Lydia Atim,Flutterwave,WhatsApp,Completed,Returning
ORD-1199,6/23/2024,June,Q2,Thermal Printer,Electronics,480000,14,6720000,5,336000,6384000,4140262,2243738,35.15,Jinja,Sarah Nakato,Cash,Agent,Completed,Returning
ORD-1155,6/24/2024,June,Q2,HDMI Cable 2m,Electronics,25000,5,125000,0,0,125000,76575,48425,38.74,Mbarara,Brian Okello,Flutterwave,Online,Completed,New
ORD-1314,6/24/2024,June,Q2,Printer Paper Ream,Stationery,18000,15,270000,0,0,270000,135540,134460,49.8,Gulu,Brian Okello,Bank Transfer,Online,Pending,New
ORD-1068,6/26/2024,June,Q2,Filing Cabinet,Furniture,310000,4,1240000,10,124000,1116000,862616,253384,22.7,Jinja,Lydia Atim,Cash,Walk-in,Refunded,Returning
ORD-1239,6/27/2024,June,Q2,Wireless Mouse,Electronics,45000,18,810000,0,0,810000,537336,272664,33.66,Kampala Central,Sarah Nakato,Flutterwave,WhatsApp,Refunded,New
ORD-1318,6/28/2024,June,Q2,USB-C Hub,Electronics,120000,4,480000,10,48000,432000,327600,104400,24.17,Entebbe,James Ssempa,Airtel Money,Online,Completed,New
ORD-1183,6/29/2024,June,Q2,Notebook A4,Stationery,8000,15,120000,0,0,120000,81795,38205,31.84,Jinja,Lydia Atim,Cash,Walk-in,Completed,Returning
ORD-1269,7/1/2024,July,Q3,Laptop Pro 15,Electronics,1200000,9,10800000,5,540000,10260000,6724629,3535371,34.46,Jinja,Lydia Atim,Bank Transfer,Online,Refunded,Returning
ORD-1297,7/2/2024,July,Q3,USB-C Hub,Electronics,120000,11,1320000,5,66000,1254000,864402,389598,31.07,Kampala Central,Lydia Atim,Airtel Money,Online,Pending,Returning
ORD-1078,7/3/2024,July,Q3,Standing Desk,Furniture,890000,4,3560000,0,0,3560000,2043656,1516344,42.59,Wakiso,James Ssempa,MTN MoMo,Phone Order,Completed,Returning
ORD-1388,7/3/2024,July,Q3,Office Chair,Furniture,350000,2,700000,5,35000,665000,358846,306154,46.04,Mbarara,Sarah Nakato,Cash,Agent,Pending,Returning
ORD-1069,7/4/2024,July,Q3,Laptop Pro 15,Electronics,1200000,14,16800000,5,840000,15960000,8843254,7116746,44.59,Mbarara,Lydia Atim,Airtel Money,WhatsApp,Completed,Returning
ORD-1186,7/6/2024,July,Q3,Thermal Printer,Electronics,480000,3,1440000,10,144000,1296000,769569,526431,40.62,Entebbe,James Ssempa,Cash,Online,Completed,New
ORD-1207,7/6/2024,July,Q3,Ballpoint Pen Pack,Stationery,12000,12,144000,0,0,144000,92076,51924,36.06,Gulu,Sarah Nakato,Airtel Money,Phone Order,Refunded,Returning
ORD-1075,7/7/2024,July,Q3,Surge Protector,Electronics,65000,8,520000,0,0,520000,346312,173688,33.4,Entebbe,Peter Mugisha,Flutterwave,Agent,Pending,Returning
ORD-1122,7/7/2024,July,Q3,Office Chair,Furniture,350000,12,4200000,0,0,4200000,3129972,1070028,25.48,Jinja,Grace Nalwoga,Cash,Walk-in,Pending,Returning
ORD-1033,7/8/2024,July,Q3,USB-C Hub,Electronics,120000,12,1440000,0,0,1440000,1036536,403464,28.02,Mukono,Sarah Nakato,Bank Transfer,Phone Order,Completed,Returning
ORD-1338,7/9/2024,July,Q3,Laptop Pro 15,Electronics,1200000,8,9600000,10,960000,8640000,5791336,2848664,32.97,Entebbe,Grace Nalwoga,MTN MoMo,Phone Order,Completed,Returning
ORD-1389,7/9/2024,July,Q3,Ballpoint Pen Pack,Stationery,12000,4,48000,15,7200,40800,24364,16436,40.28,Entebbe,Peter Mugisha,Bank Transfer,Online,Pending,Returning
ORD-1358,7/10/2024,July,Q3,Mechanical Keyboard,Electronics,180000,17,3060000,0,0,3060000,2264825,795175,25.99,Mbarara,Grace Nalwoga,Bank Transfer,Phone Order,Completed,Returning
ORD-1048,7/13/2024,July,Q3,HDMI Cable 2m,Electronics,25000,5,125000,0,0,125000,75635,49365,39.49,Mbarara,Grace Nalwoga,Airtel Money,Phone Order,Refunded,Returning
ORD-1373,7/14/2024,July,Q3,Printer Paper Ream,Stationery,18000,18,324000,5,16200,307800,176958,130842,42.51,Mukono,Sarah Nakato,Bank Transfer,Walk-in,Completed,Returning
ORD-1201,7/15/2024,July,Q3,USB-C Hub,Electronics,120000,4,480000,0,0,480000,274824,205176,42.74,Gulu,Peter Mugisha,Bank Transfer,Online,Completed,Returning
ORD-1273,7/16/2024,July,Q3,Wireless Mouse,Electronics,45000,20,900000,10,90000,810000,626480,183520,22.66,Kampala Central,James Ssempa,Bank Transfer,WhatsApp,Completed,Returning
ORD-1248,7/17/2024,July,Q3,Ballpoint Pen Pack,Stationery,12000,14,168000,10,16800,151200,106246,44954,29.73,Wakiso,James Ssempa,Airtel Money,Agent,Completed,Returning
ORD-1295,7/17/2024,July,Q3,USB-C Hub,Electronics,120000,12,1440000,15,216000,1224000,770880,453120,37.02,Entebbe,Peter Mugisha,Airtel Money,Phone Order,Pending,Returning
ORD-1375,7/17/2024,July,Q3,Ballpoint Pen Pack,Stationery,12000,19,228000,0,0,228000,145540,82460,36.17,Gulu,Peter Mugisha,Bank Transfer,Phone Order,Pending,Returning
ORD-1291,7/18/2024,July,Q3,Monitor 24inch,Electronics,750000,7,5250000,5,262500,4987500,3402266,1585234,31.78,Kampala Central,Grace Nalwoga,Airtel Money,Online,Completed,New
ORD-1293,7/19/2024,July,Q3,Printer Paper Ream,Stationery,18000,11,198000,10,19800,178200,118228,59972,33.65,Jinja,Brian Okello,Cash,Agent,Pending,Returning
ORD-1361,7/19/2024,July,Q3,USB-C Hub,Electronics,120000,1,120000,15,18000,102000,88460,13540,13.27,Gulu,Peter Mugisha,MTN MoMo,Online,Refunded,Returning
ORD-1279,7/20/2024,July,Q3,Filing Cabinet,Furniture,310000,8,2480000,0,0,2480000,1473152,1006848,40.6,Mukono,Brian Okello,Flutterwave,Online,Refunded,Returning
ORD-1218,7/21/2024,July,Q3,Printer Paper Ream,Stationery,18000,18,324000,5,16200,307800,234540,73260,23.8,Gulu,James Ssempa,Airtel Money,Agent,Completed,Returning
ORD-1376,7/21/2024,July,Q3,Monitor 24inch,Electronics,750000,8,6000000,5,300000,5700000,3448272,2251728,39.5,Gulu,Grace Nalwoga,MTN MoMo,Phone Order,Refunded,Returning
ORD-1323,7/22/2024,July,Q3,Standing Desk,Furniture,890000,7,6230000,0,0,6230000,4551911,1678089,26.94,Jinja,James Ssempa,Flutterwave,WhatsApp,Pending,Returning
ORD-1379,7/22/2024,July,Q3,Monitor 24inch,Electronics,750000,3,2250000,0,0,2250000,1343304,906696,40.3,Jinja,James Ssempa,Cash,Phone Order,Pending,New
ORD-1092,7/24/2024,July,Q3,Surge Protector,Electronics,65000,16,1040000,0,0,1040000,692256,347744,33.44,Gulu,Peter Mugisha,MTN MoMo,WhatsApp,Completed,Returning
ORD-1205,7/24/2024,July,Q3,Surge Protector,Electronics,65000,12,780000,5,39000,741000,461352,279648,37.74,Kampala Central,Peter Mugisha,Flutterwave,Online,Completed,Returning
ORD-1093,7/25/2024,July,Q3,Standing Desk,Furniture,890000,11,9790000,0,0,9790000,7269526,2520474,25.75,Gulu,Peter Mugisha,MTN MoMo,Phone Order,Pending,Returning
ORD-1091,7/28/2024,July,Q3,Ballpoint Pen Pack,Stationery,12000,16,192000,0,0,192000,118560,73440,38.25,Mukono,James Ssempa,MTN MoMo,Online,Completed,Returning
ORD-1369,7/28/2024,July,Q3,Wireless Mouse,Electronics,45000,11,495000,0,0,495000,368071,126929,25.64,Mbarara,Peter Mugisha,Flutterwave,Agent,Completed,Returning
ORD-1101,7/29/2024,July,Q3,Surge Protector,Electronics,65000,8,520000,10,52000,468000,309784,158216,33.81,Kampala Central,James Ssempa,Bank Transfer,WhatsApp,Pending,New
ORD-1097,7/31/2024,July,Q3,Monitor 24inch,Electronics,750000,10,7500000,10,750000,6750000,5072640,1677360,24.85,Gulu,Lydia Atim,Bank Transfer,Online,Pending,Returning
ORD-1298,7/31/2024,July,Q3,HDMI Cable 2m,Electronics,25000,16,400000,5,20000,380000,268464,111536,29.35,Mbarara,Lydia Atim,Bank Transfer,Online,Completed,Returning
ORD-1174,8/1/2024,August,Q3,Laptop Pro 15,Electronics,1200000,20,24000000,0,0,24000000,13443380,10556620,43.99,Wakiso,Grace Nalwoga,MTN MoMo,Phone Order,Completed,New
ORD-1332,8/1/2024,August,Q3,Filing Cabinet,Furniture,310000,14,4340000,0,0,4340000,2519146,1820854,41.96,Mbarara,James Ssempa,Cash,Walk-in,Refunded,Returning
ORD-1385,8/1/2024,August,Q3,Surge Protector,Electronics,65000,15,975000,0,0,975000,553170,421830,43.26,Jinja,Grace Nalwoga,MTN MoMo,Online,Pending,New
ORD-1380,8/2/2024,August,Q3,Filing Cabinet,Furniture,310000,20,6200000,10,620000,5580000,3909960,1670040,29.93,Kampala Central,Lydia Atim,Airtel Money,Online,Refunded,Returning
ORD-1063,8/3/2024,August,Q3,Notebook A4,Stationery,8000,11,88000,5,4400,83600,50116,33484,40.05,Mukono,Brian Okello,Bank Transfer,Walk-in,Refunded,New
ORD-1024,8/4/2024,August,Q3,Office Chair,Furniture,350000,7,2450000,10,245000,2205000,1499771,705229,31.98,Wakiso,James Ssempa,Bank Transfer,Online,Completed,Returning
ORD-1181,8/5/2024,August,Q3,Monitor 24inch,Electronics,750000,17,12750000,0,0,12750000,8928655,3821345,29.97,Kampala Central,Lydia Atim,Flutterwave,Online,Refunded,Returning
ORD-1311,8/7/2024,August,Q3,Thermal Printer,Electronics,480000,15,7200000,0,0,7200000,5385300,1814700,25.2,Wakiso,Grace Nalwoga,Airtel Money,Agent,Completed,Returning
ORD-1131,8/8/2024,August,Q3,HDMI Cable 2m,Electronics,25000,10,250000,5,12500,237500,156590,80910,34.07,Kampala Central,Grace Nalwoga,MTN MoMo,Phone Order,Completed,Returning
ORD-1284,8/8/2024,August,Q3,Whiteboard 4x3,Furniture,220000,13,2860000,0,0,2860000,2120482,739518,25.86,Kampala Central,Brian Okello,MTN MoMo,Agent,Completed,Returning
ORD-1368,8/8/2024,August,Q3,Whiteboard 4x3,Furniture,220000,20,4400000,5,220000,4180000,2974940,1205060,28.83,Mbarara,Sarah Nakato,Flutterwave,WhatsApp,Completed,New
ORD-1060,8/11/2024,August,Q3,Monitor 24inch,Electronics,750000,8,6000000,5,300000,5700000,3329128,2370872,41.59,Entebbe,Brian Okello,Bank Transfer,Agent,Pending,New
ORD-1359,8/11/2024,August,Q3,Standing Desk,Furniture,890000,11,9790000,0,0,9790000,7283408,2506592,25.6,Gulu,Grace Nalwoga,Bank Transfer,Agent,Completed,Returning
ORD-1180,8/13/2024,August,Q3,Wireless Mouse,Electronics,45000,12,540000,5,27000,513000,390072,122928,23.96,Entebbe,James Ssempa,Airtel Money,WhatsApp,Pending,Returning
ORD-1234,8/14/2024,August,Q3,USB-C Hub,Electronics,120000,6,720000,0,0,720000,513804,206196,28.64,Kampala Central,Grace Nalwoga,Airtel Money,Phone Order,Pending,New
ORD-1164,8/15/2024,August,Q3,Ballpoint Pen Pack,Stationery,12000,12,144000,15,21600,122400,97896,24504,20.02,Jinja,James Ssempa,Bank Transfer,Online,Refunded,New
ORD-1074,8/17/2024,August,Q3,Surge Protector,Electronics,65000,16,1040000,15,156000,884000,705072,178928,20.24,Gulu,Brian Okello,MTN MoMo,Agent,Completed,Returning
ORD-1071,8/18/2024,August,Q3,Notebook A4,Stationery,8000,8,64000,0,0,64000,36456,27544,43.04,Wakiso,Lydia Atim,Flutterwave,Phone Order,Pending,Returning
ORD-1344,8/19/2024,August,Q3,Standing Desk,Furniture,890000,6,5340000,0,0,5340000,3941046,1398954,26.2,Jinja,Grace Nalwoga,Flutterwave,Online,Completed,Returning
ORD-1132,8/20/2024,August,Q3,Thermal Printer,Electronics,480000,8,3840000,5,192000,3648000,2245368,1402632,38.45,Entebbe,Lydia Atim,MTN MoMo,Agent,Pending,Returning
ORD-1231,8/20/2024,August,Q3,Office Chair,Furniture,350000,8,2800000,0,0,2800000,1734720,1065280,38.05,Mbarara,Peter Mugisha,Cash,WhatsApp,Refunded,Returning
ORD-1235,8/20/2024,August,Q3,Monitor 24inch,Electronics,750000,17,12750000,5,637500,12112500,8952693,3159807,26.09,Wakiso,Peter Mugisha,Bank Transfer,WhatsApp,Refunded,New
ORD-1287,8/21/2024,August,Q3,Mechanical Keyboard,Electronics,180000,5,900000,0,0,900000,520175,379825,42.2,Gulu,Sarah Nakato,Flutterwave,WhatsApp,Completed,Returning
ORD-1226,8/22/2024,August,Q3,Standing Desk,Furniture,890000,7,6230000,0,0,6230000,3630039,2599961,41.73,Mbarara,James Ssempa,Airtel Money,Walk-in,Completed,Returning
ORD-1276,8/22/2024,August,Q3,Office Chair,Furniture,350000,16,5600000,10,560000,5040000,3663328,1376672,27.31,Kampala Central,Sarah Nakato,Cash,Walk-in,Pending,Returning
ORD-1280,8/24/2024,August,Q3,USB-C Hub,Electronics,120000,18,2160000,0,0,2160000,1594620,565380,26.17,Mbarara,Sarah Nakato,Bank Transfer,Agent,Completed,Returning
ORD-1054,8/25/2024,August,Q3,Office Chair,Furniture,350000,4,1400000,5,70000,1330000,746668,583332,43.86,Mbarara,Peter Mugisha,Flutterwave,Phone Order,Completed,Returning
ORD-1335,8/25/2024,August,Q3,Filing Cabinet,Furniture,310000,10,3100000,15,465000,2635000,2032600,602400,22.86,Mukono,Peter Mugisha,Bank Transfer,Online,Refunded,New
ORD-1170,8/29/2024,August,Q3,Filing Cabinet,Furniture,310000,5,1550000,0,0,1550000,789840,760160,49.04,Mbarara,Sarah Nakato,Bank Transfer,WhatsApp,Refunded,New
ORD-1322,8/29/2024,August,Q3,Ballpoint Pen Pack,Stationery,12000,12,144000,10,14400,129600,96576,33024,25.48,Gulu,Brian Okello,MTN MoMo,Phone Order,Completed,New
ORD-1331,8/29/2024,August,Q3,Laptop Pro 15,Electronics,1200000,2,2400000,0,0,2400000,1346730,1053270,43.89,Mukono,Lydia Atim,Airtel Money,Online,Completed,Returning
ORD-1222,8/31/2024,August,Q3,Laptop Pro 15,Electronics,1200000,18,21600000,0,0,21600000,12997296,8602704,39.83,Entebbe,Grace Nalwoga,Airtel Money,Agent,Completed,Returning
ORD-1228,9/1/2024,September,Q3,Printer Paper Ream,Stationery,18000,4,72000,0,0,72000,53668,18332,25.46,Mukono,Sarah Nakato,MTN MoMo,Agent,Pending,New
ORD-1212,9/2/2024,September,Q3,Whiteboard 4x3,Furniture,220000,8,1760000,15,264000,1496000,902592,593408,39.67,Wakiso,Peter Mugisha,Flutterwave,WhatsApp,Completed,New
ORD-1095,9/5/2024,September,Q3,USB-C Hub,Electronics,120000,10,1200000,5,60000,1140000,864250,275750,24.19,Kampala Central,Brian Okello,Flutterwave,Online,Completed,Returning
ORD-1256,9/7/2024,September,Q3,Printer Paper Ream,Stationery,18000,11,198000,0,0,198000,136785,61215,30.92,Mbarara,Grace Nalwoga,Bank Transfer,WhatsApp,Completed,Returning
ORD-1384,9/8/2024,September,Q3,Laptop Pro 15,Electronics,1200000,11,13200000,0,0,13200000,7626124,5573876,42.23,Gulu,Grace Nalwoga,MTN MoMo,Online,Completed,Returning
ORD-1190,9/9/2024,September,Q3,Wireless Mouse,Electronics,45000,7,315000,0,0,315000,176141,138859,44.08,Kampala Central,James Ssempa,Flutterwave,Phone Order,Completed,Returning
ORD-1365,9/9/2024,September,Q3,Surge Protector,Electronics,65000,14,910000,0,0,910000,656222,253778,27.89,Entebbe,James Ssempa,Flutterwave,WhatsApp,Completed,Returning
ORD-1108,9/11/2024,September,Q3,Mechanical Keyboard,Electronics,180000,13,2340000,10,234000,2106000,1569633,536367,25.47,Jinja,Sarah Nakato,Airtel Money,WhatsApp,Completed,Returning
ORD-1253,9/11/2024,September,Q3,Standing Desk,Furniture,890000,9,8010000,0,0,8010000,5031909,2978091,37.18,Entebbe,Brian Okello,Bank Transfer,Agent,Completed,Returning
ORD-1094,9/12/2024,September,Q3,Laptop Pro 15,Electronics,1200000,7,8400000,10,840000,7560000,4959731,2600269,34.4,Mbarara,Lydia Atim,MTN MoMo,Online,Completed,Returning
ORD-1349,9/12/2024,September,Q3,Whiteboard 4x3,Furniture,220000,20,4400000,0,0,4400000,2912000,1488000,33.82,Entebbe,Peter Mugisha,Bank Transfer,Walk-in,Completed,Returning
ORD-1230,9/14/2024,September,Q3,Thermal Printer,Electronics,480000,10,4800000,0,0,4800000,2886490,1913510,39.86,Mbarara,James Ssempa,MTN MoMo,Agent,Completed,Returning
ORD-1047,9/16/2024,September,Q3,Notebook A4,Stationery,8000,4,32000,15,4800,27200,23200,4000,14.71,Mukono,Grace Nalwoga,Bank Transfer,Agent,Pending,Returning
ORD-1175,9/16/2024,September,Q3,HDMI Cable 2m,Electronics,25000,18,450000,10,45000,405000,313470,91530,22.6,Jinja,Brian Okello,Bank Transfer,WhatsApp,Completed,Returning
ORD-1029,9/17/2024,September,Q3,HDMI Cable 2m,Electronics,25000,17,425000,0,0,425000,218535,206465,48.58,Kampala Central,Sarah Nakato,MTN MoMo,Phone Order,Completed,New
ORD-1043,9/17/2024,September,Q3,Mechanical Keyboard,Electronics,180000,3,540000,0,0,540000,317403,222597,41.22,Entebbe,Grace Nalwoga,Flutterwave,Agent,Completed,New
ORD-1098,9/17/2024,September,Q3,USB-C Hub,Electronics,120000,13,1560000,0,0,1560000,1139528,420472,26.95,Mbarara,Sarah Nakato,MTN MoMo,Agent,Pending,Returning
ORD-1149,9/18/2024,September,Q3,Wireless Mouse,Electronics,45000,17,765000,15,114750,650250,404294,245956,37.82,Wakiso,James Ssempa,Cash,Online,Completed,New
ORD-1272,9/19/2024,September,Q3,USB-C Hub,Electronics,120000,14,1680000,5,84000,1596000,1073926,522074,32.71,Entebbe,Brian Okello,MTN MoMo,Walk-in,Completed,Returning
ORD-1386,9/21/2024,September,Q3,Monitor 24inch,Electronics,750000,14,10500000,15,1575000,8925000,6521704,2403296,26.93,Gulu,James Ssempa,MTN MoMo,Phone Order,Completed,New
